CA230334_a,CA230334_b,CA230335_a,CA230335_b,CA230337_a,CA230337_b,CA230347_a,CA230347_b,CA230348_a,CA230348_b,CA230354_a,CA230354_b,CA230361_a,CA230361_b,CA230365_a,CA230365_b,CA230366_a,CA230366_b,CA230375_a,CA230375_b,CA230377_a,CA230377_b,CA230378_a,CA230378_b,CA230381_a,CA230381_b,CA230386_a,CA230386_b,CA230387_a,CA230387_b,CA230401_a,CA230401_b,CA230404_a,CA230404_b,CA230411_a,CA230411_b,CA230416_a,CA230416_b,CA230417_a,CA230417_b,CA230422_a,CA230422_b,CA230423_a,CA230423_b,CA230424_a,CA230424_b,CA230428_a,CA230428_b,CA230429_a,CA230429_b,CA230430_a,CA230430_b,CA230715_a,CA230715_b,CA230717_a,CA230717_b,CA230718_a,CA230718_b,CA230724_a,CA230724_b
Capulí,Capulí,Tuza,Tuza,Piartal - 2,Piartal - 2,Piartal - 2,Piartal - 2,Capulí,Capulí,Tuza,Tuza,Piartal - 1,Piartal - 1,Capulí,Capulí,Capulí,Capulí,Capulí,Capulí,Capulí,Capulí,Capulí,Capulí,Capulí,Capulí,Capulí,Capulí,Capulí,Capulí,Tuza,Tuza,Piartal - 2,Piartal - 2,Tuza,Tuza,Piartal - 1,Piartal - 1,Piartal - 1,Piartal - 1,Piartal - 1,Piartal - 1,Piartal - 1,Piartal - 1,Piartal - 1,Piartal - 1,Tuza,Tuza,Tuza,Tuza,Tuza - Red slip,Tuza - Red slip,Tuza,Tuza,Piartal - 1,Piartal - 1,Tuza,Tuza,Tuza,Tuza
7.25924,10.32174,6.73105,5.7983,4.9555,6.8874,5.2044,7.2181,8.29886,6.89371,6.87762,6.71013,7.0521,7.5462,7.21748,7.22816,6.73784,7.16977,7.29477,6.89677,7.97771,8.57316,5.78674,9.41901,6.58254,8.2022,8.02719,8.00312,7.69047,8.745,6.03566,5.19769,6.45793,6.44866,5.3613,5.69829,4.78006,6.29362,6.62681,5.61282,6.63905,6.13559,5.08023,6.00669,5.85083,5.01613,5.57826,5.99784,7.22486,5.12603,4.66653,7.32835,6.12048,6.46212,6.04725,5.71697,6.17631,6.09113,5.45182,6.54066
7.34264,10.32171,6.64657,5.79821,4.8697,6.8887,5.2062,7.0504,8.29997,6.89268,6.96139,6.79409,7.05394,7.46178,7.21966,7.31191,6.65322,7.00045,7.3706,6.81281,7.97889,8.6585,5.78761,9.24946,6.58597,8.30097,8.03005,8.08463,7.68933,8.82882,6.1197,5.19797,6.54183,6.36498,5.3603,5.69799,4.78023,6.37711,6.71008,5.61282,6.72424,6.05136,5.08154,5.92327,5.93482,5.01948,5.66277,5.91317,7.39485,5.04149,4.66573,7.24477,6.20443,6.37885,6.13126,5.63282,6.09307,6.00771,5.44808,6.62378
7.42729,10.32169,6.72895,5.88236,4.9556,7.0465,5.291,7.1336,8.3838,6.9769,6.79348,6.71101,7.0555,7.461,7.21965,7.22733,6.6529,7.16701,7.35352,6.89716,7.98085,8.6578,5.78884,9.24969,6.69316,8.20075,8.19751,8.08637,7.68743,8.66047,6.11962,5.28196,6.4581,6.44881,5.36043,5.78217,4.78037,6.20746,6.62336,5.529,6.64416,6.13583,5.08179,6.00669,5.93278,5.10481,5.49369,5.91316,7.31108,5.12521,4.66491,7.32622,6.12063,6.463,6.0473,5.71647,6.17521,6.09088,5.52788,6.45601
7.42934,10.32047,6.64405,5.79838,4.953,7.055,5.1221,7.1324,8.21624,6.89317,6.87737,6.71281,7.05486,7.45986,7.21752,7.31227,6.73605,6.99663,7.41459,6.89733,7.99844,8.65725,5.87102,9.25046,6.69735,8.30059,8.19322,7.92862,7.6869,8.82874,6.11952,5.19778,6.45892,6.36501,5.36071,5.78227,4.78009,6.28964,6.62124,5.61266,6.64519,6.13591,5.08173,6.09011,5.93317,5.10526,5.57823,5.91323,7.31107,5.1255,4.58146,7.4071,6.20448,6.46279,5.96355,5.80044,6.0893,6.00593,5.44233,6.62335
7.43248,10.48571,6.72784,5.88208,4.9492,7.0505,5.2886,7.0488,8.38393,6.97744,6.87749,6.71507,7.05293,7.45868,7.3015,7.31382,6.7372,7.16476,7.40244,6.81278,8.0233,8.65853,5.95457,9.25047,6.79756,8.29914,8.2695,8.01782,7.68694,8.66041,6.11946,5.28139,6.46025,6.53168,5.27721,5.69851,4.86367,6.28853,6.62011,5.61274,6.64375,6.13633,5.08143,6.00669,5.93449,5.10639,5.66262,5.82932,7.3106,5.04215,4.74811,7.23968,6.20452,6.3776,6.13349,5.71638,6.08805,6.0875,5.52511,6.53785
7.43303,10.39868,6.72637,5.88178,5.0378,6.8871,5.2033,7.1337,8.38513,6.89347,6.79423,6.80281,7.13661,7.54356,7.30159,7.23028,6.73855,7.25073,7.47696,6.89633,7.95475,8.65822,5.87095,9.25034,6.79773,8.29833,8.34957,8.01856,7.68788,8.66083,6.11943,5.36522,6.54437,6.36361,5.36125,5.69875,4.77964,6.28691,6.61781,5.52874,6.72834,6.05231,5.08197,6.00669,6.01883,5.02367,5.57721,5.91464,7.39395,5.21028,4.58157,7.40713,6.12094,6.46075,6.0551,5.80077,6.1717,6.00338,5.4413,6.53682
7.43297,10.39785,6.64172,5.79744,5.0402,6.9721,5.2867,7.1339,8.39102,6.80954,6.79521,6.723,6.96842,7.46361,7.38607,7.22937,6.65431,7.08422,7.4615,6.89592,7.96215,8.65833,5.87107,9.33432,6.90107,8.29825,8.34811,8.01923,7.77354,8.74445,6.11929,5.19723,6.46037,6.44742,5.36102,5.7828,4.86321,6.28476,6.6989,5.61229,6.64464,6.13724,5.08263,5.92325,5.9352,5.02372,5.57672,5.91551,7.3101,5.04206,4.74806,7.24296,6.20491,6.37677,6.05773,5.63338,6.08948,6.08765,5.52563,6.53661
7.43558,10.3982,6.72566,5.88135,5.0392,6.9718,5.2871,7.1335,8.48139,6.89438,6.79522,6.72588,7.05113,7.46521,7.30404,7.14362,6.73838,7.25392,7.5295,6.81122,7.96814,8.5748,5.95445,9.25016,6.90402,8.19842,8.3442,7.93684,7.85935,8.66003,6.11944,5.28076,6.37653,6.36389,5.44464,5.69857,4.77958,6.28365,6.69791,5.61304,6.64459,6.13739,5.08247,6.00669,6.01967,5.02361,5.66068,5.83171,7.30982,5.12599,4.58112,7.24184,6.12086,6.46076,6.05738,5.71675,6.08985,6.00619,5.52566,6.53661
7.43662,10.39806,6.64157,5.7977,4.9469,6.8855,5.2873,7.2164,8.39808,6.97928,6.79654,6.72712,7.05,7.54946,7.30197,7.22873,6.73838,7.08555,7.5257,6.89531,7.97147,8.65617,5.95275,9.25011,6.80398,8.29844,8.33799,8.02051,7.77524,8.74413,6.12034,5.2806,6.46038,6.44775,5.36133,5.8664,4.86365,6.28342,6.69722,5.4483,6.64448,6.0532,5.1658,5.83984,6.01883,5.02439,5.74435,6.00074,7.30952,5.12593,4.66467,7.32493,6.20518,6.46086,5.97362,5.63148,6.17369,6.00727,5.52577,6.45282
7.43663,10.39944,6.72563,5.88196,4.9519,6.8031,5.2873,7.2168,8.39992,6.97923,6.79589,6.72567,7.13368,7.46597,7.38495,7.14687,6.73823,7.2542,7.53055,6.89521,7.97203,8.57051,5.95192,9.25014,7.00386,8.19851,8.3358,7.93668,7.85798,8.74422,6.12058,5.28029,6.37644,6.36407,5.36064,5.78365,4.77972,6.28339,6.69523,5.44964,6.64439,6.05356,5.16535,6.00669,6.01568,4.94259,5.57565,5.91684,7.39334,5.12586,4.66468,7.2414,6.12177,6.37666,6.14181,5.7143,6.0082,6.00755,5.52722,6.53662
7.60694,10.48183,6.72563,5.9666,4.9545,6.8047,5.4555,7.0505,8.48948,6.81128,6.79448,6.63779,7.1338,7.46604,7.46896,7.23156,6.73843,7.16865,7.53121,6.81067,8.05614,8.57091,6.03628,9.33409,7.00405,8.19851,8.33611,7.93679,7.94262,8.74428,6.12051,5.28056,6.46034,6.44784,5.36029,5.6996,4.86401,6.28334,6.77782,5.53371,6.72842,6.05663,5.08142,5.83983,6.01363,5.027,5.66021,5.91791,7.39331,5.20972,4.74726,7.40866,6.28975,6.54348,6.05744,5.63008,6.17654,6.00765,5.44643,6.45283
7.52524,10.48016,6.64108,5.96783,4.9493,6.8014,5.3721,7.2199,8.49378,6.89532,6.79475,6.72042,7.0508,7.63389,7.46884,7.23161,6.65431,7.2519,7.61099,6.89443,8.05622,8.57413,6.03581,9.24841,7.00365,8.29852,8.41832,8.02107,7.86091,8.82838,6.12042,5.28101,6.46032,6.44784,5.36053,5.78366,4.78101,6.28264,6.77801,5.53401,6.72846,6.14471,5.08173,6.00669,5.92965,5.02678,5.6602,5.91825,7.39334,5.04213,4.66285,7.24231,6.12213,6.45931,5.97308,5.71481,6.09346,6.00887,5.44867,6.6216
7.61123,10.39501,6.72318,5.88434,5.0381,6.8037,5.4566,7.136,8.41134,6.89493,6.79563,6.72046,7.0527,7.55043,7.38547,7.14799,6.82279,7.16736,7.69204,6.80995,8.05504,8.58081,6.11899,9.32891,7.00332,8.19858,8.41436,7.93808,7.94719,8.65977,6.288,5.36454,6.3764,6.53137,5.277,5.78467,4.78061,6.28142,6.77792,5.45037,6.72868,6.06095,5.16563,5.92323,5.92959,5.02678,5.66027,5.91829,7.47731,5.21089,4.74583,7.40908,6.20604,6.45949,6.05704,5.63169,6.17694,6.00989,5.53332,6.53991
7.5267,10.48015,6.63775,5.96838,5.0403,6.8873,5.4567,7.0524,8.4948,6.89512,6.79573,6.72034,7.0536,7.55104,7.38397,7.15055,6.73859,7.25174,7.6909,6.89409,8.05503,8.5846,5.95158,9.24268,7.20414,8.29844,8.41252,7.93837,7.86649,8.74449,6.11939,5.28012,6.4603,6.5317,5.36085,5.70066,4.78039,6.28092,6.6936,5.5341,6.72748,6.14407,5.08215,6.00659,6.01142,5.02682,5.65991,5.83378,7.39309,5.12688,4.66241,7.24393,6.1222,6.4595,6.05802,5.71785,6.09319,6.01029,5.44966,6.54064
7.52666,10.56761,6.72147,5.88422,4.9478,6.8028,5.4567,7.1368,8.49478,6.89544,6.79697,6.63639,7.05316,7.55118,7.38282,7.0675,6.73924,7.16754,7.68692,6.8945,7.97328,8.5841,5.86746,9.1583,7.10435,8.29852,8.41114,7.93849,7.86736,8.74482,6.2005,5.36399,6.46033,6.44861,5.27675,5.69845,4.78039,6.28093,6.69422,5.45021,6.72569,6.14388,5.08208,6.00745,5.92513,4.94396,5.65919,5.91843,7.39376,5.21084,4.66147,7.24422,6.20608,6.37588,6.0604,5.63592,6.1752,5.92692,5.53272,6.5408
7.6112,10.40005,6.72146,5.96822,4.9505,6.8039,5.5402,7.1368,8.4948,6.89518,6.7997,6.72053,7.13714,7.6357,7.38378,7.23384,6.74157,7.16741,7.68083,6.81058,7.97446,8.49988,5.86828,9.24374,7.20367,8.29991,8.49131,7.93841,7.86601,8.74454,6.19857,5.27998,6.37639,6.44867,5.36035,5.77917,4.78037,6.19727,6.6954,5.36631,6.64275,6.14399,5.16591,5.92527,6.0071,5.11257,5.65938,5.91841,7.39387,5.21077,4.65913,7.32604,6.2899,6.46023,6.0618,5.72102,6.09132,5.92693,5.53042,6.62467
7.61087,10.48325,6.72148,5.88413,4.8708,6.886,5.4563,7.2208,8.57865,6.89523,6.80269,6.63712,7.22068,7.5561,7.38385,7.14869,6.74152,7.16647,7.67338,6.89391,8.05679,8.66873,5.87407,9.16111,7.20381,8.2006,8.49226,8.02099,7.95271,8.66017,6.19791,5.27907,6.45965,6.3668,5.27662,5.77753,4.86452,6.28106,6.69604,5.53391,6.72863,6.14401,5.08259,6.00905,5.92342,4.9444,5.65966,5.91841,7.47764,5.12724,4.74065,7.24187,6.20546,6.29184,6.14626,5.80547,6.09205,5.92694,5.52989,6.54058
7.61087,10.48036,6.72148,5.88407,4.8648,6.8006,5.5401,7.1368,8.57776,6.89588,6.88859,6.63719,7.21927,7.47567,7.55303,7.06447,6.82583,7.25026,7.66503,6.89337,8.05644,8.5855,5.95944,9.24182,7.20381,8.39853,8.49597,7.93733,7.88099,8.66027,6.19803,5.36026,6.45862,6.53578,5.27641,5.77774,4.7814,6.28122,6.69704,5.4501,6.72898,6.14366,5.08255,6.00906,5.92344,5.02757,5.65992,5.9183,7.39342,5.21248,4.65744,7.32503,6.29089,6.37543,6.14628,5.80568,6.09081,5.92768,5.53102,6.53942
7.69489,10.47939,6.80553,5.96883,4.9559,6.9717,5.5401,7.2214,8.49258,6.89617,6.72014,6.63697,7.21804,7.55946,7.47183,7.14865,6.7412,7.08178,7.8324,6.89348,8.05874,8.50135,5.95857,9.23627,7.30386,8.19628,8.49832,7.93654,7.88851,8.65933,6.1996,5.44226,6.37423,6.3688,5.27655,5.7786,4.86547,6.19871,6.69905,5.36596,6.64474,6.31111,5.08229,6.00904,5.92351,5.02757,5.6602,6.00291,7.39328,5.12885,4.74101,7.24191,6.29475,6.45934,6.06159,5.72188,6.08893,6.01317,5.61541,6.4555
7.69192,10.47919,6.72073,5.88582,4.9505,6.886,5.4562,7.2224,8.5765,6.89596,6.72095,6.72081,7.21776,7.47497,7.47192,7.14875,6.74094,7.2506,7.74565,6.89429,8.05952,8.66976,6.04056,9.14948,7.30427,8.29537,8.58097,7.93634,8.05636,8.65885,6.11698,5.35841,6.45825,6.53673,5.27799,5.8622,4.78153,6.28541,6.78452,5.53367,6.6446,6.14227,5.16521,6.00902,5.84053,4.94375,5.66004,5.91829,7.39321,5.12891,4.82451,7.32525,6.29575,6.4593,6.14336,5.63905,6.08865,5.92985,5.53225,6.54004
7.77399,10.47921,6.71874,5.88622,4.9508,6.8877,5.5403,7.2225,8.57791,6.89598,6.80548,6.63671,7.21787,7.4752,7.47104,7.14881,6.7407,7.16646,7.73879,6.8946,8.05965,8.66914,6.03943,9.23287,7.30389,8.19521,8.581,7.85795,7.97248,8.65844,6.20117,5.35847,6.45832,6.45324,5.28137,5.863,4.86534,6.28766,6.70116,5.45031,6.64455,6.14231,5.16584,6.00899,5.84298,5.02622,5.66032,5.91819,7.39321,5.1289,4.7415,7.32529,6.21254,6.45969,6.05723,5.72347,6.00635,6.01388,5.61574,6.45534
7.77369,10.56351,6.71826,5.97036,4.8724,6.972,5.5405,7.1386,8.58133,6.89591,6.88967,6.63667,7.21838,7.47545,7.38909,7.14883,6.82487,7.25085,7.73295,6.89443,7.97653,8.58496,6.12348,9.14918,7.30351,8.3951,8.58111,7.86332,7.97192,8.6578,6.11746,5.35785,6.37413,6.36913,5.36615,5.78052,4.8653,6.28865,6.70111,5.36705,6.64449,6.14242,5.16568,6.00938,5.9303,4.94096,5.6608,5.91827,7.47723,5.12886,4.82476,7.15883,6.29795,6.37659,6.14106,5.72358,6.17624,6.01453,5.52852,6.45322
7.68906,10.47724,6.71829,5.97034,4.9564,6.8849,5.6241,7.0556,8.49814,6.81131,6.7229,6.6365,7.21852,7.47558,7.47227,7.06474,6.73996,7.1666,7.73186,6.89426,8.14357,8.58544,6.03923,9.23503,7.20318,8.39655,8.66779,7.86398,8.05446,8.65716,6.20129,5.44174,6.4573,6.45274,5.28207,5.78079,4.78141,6.2886,6.78477,5.4519,6.6445,6.14242,5.164,6.01095,5.8474,4.85789,5.66116,6.00294,7.39307,5.12852,4.74161,7.32533,6.21493,6.46086,6.14118,5.63964,6.09498,6.01481,5.61019,6.53567
7.68991,10.64402,6.71839,5.97029,4.9557,6.8048,5.6232,7.141,8.58176,6.89513,6.80891,6.72065,7.21869,7.47563,7.55504,7.06475,6.82453,7.25116,7.73186,6.89409,8.14351,8.66914,6.03995,9.15519,7.30329,8.29955,8.5847,7.86515,8.05328,8.57304,6.11749,5.3581,6.37262,6.36909,5.36553,5.86454,4.86528,6.12101,6.70096,5.36904,6.64446,6.05825,5.1628,6.01211,5.9313,5.02578,5.66166,5.91836,7.47512,5.12709,4.74163,7.24209,6.29892,6.37659,6.05716,5.7238,6.09531,5.84772,5.52598,6.4511
7.85912,10.56058,6.63445,5.96971,4.787,6.9726,5.5382,7.0584,8.58212,6.89515,6.64165,6.63735,7.21828,7.47568,7.5563,7.06474,6.82458,7.16643,7.73399,6.8949,8.14388,8.58484,6.04125,9.24229,7.40376,8.30111,8.50084,7.78352,8.13728,8.6572,6.20129,5.35799,6.37264,6.453,5.2813,5.86451,4.78107,6.2891,6.78522,5.28575,6.64448,6.14243,5.0797,6.01232,6.01507,4.85809,5.662,6.00292,7.38702,5.04161,4.74163,7.32533,6.38208,6.37625,6.059,5.55475,6.09572,5.93173,5.6086,6.53425
7.77482,10.48142,6.80245,5.88383,4.9523,6.8876,5.6223,7.0605,8.58243,6.89509,6.7252,6.55274,7.21809,7.47568,7.55677,7.06501,6.8244,7.25059,7.73497,6.9798,8.06323,8.50129,6.21072,9.32737,7.30318,8.40168,8.50083,7.86796,8.05336,8.57324,6.20129,5.35791,6.45665,6.36988,5.36509,5.86448,4.86518,6.1217,6.70221,5.45435,6.64447,6.14244,5.16356,6.01125,6.01242,4.94182,5.57779,5.91837,7.46873,5.20912,4.82482,7.24207,6.29778,6.46307,6.22961,5.55232,6.17973,5.93225,5.52399,6.45178
7.85952,10.56864,6.6345,5.96642,4.8724,6.9724,5.7062,7.0612,8.6664,6.97969,6.72568,6.63672,7.38609,7.39168,7.55694,7.06403,6.74015,7.25079,7.81713,6.89578,8.06354,8.66908,6.129,9.32719,7.40317,8.40185,8.50078,7.86758,8.13769,8.65735,6.20129,5.44183,6.37279,6.45394,5.36509,5.78069,4.78147,6.28958,6.78797,5.3718,6.72854,6.0586,5.16423,6.00974,5.92487,4.85809,5.66248,6.00275,7.38401,5.12496,4.74163,7.2421,6.29816,6.46601,6.06212,5.63559,6.09655,5.93265,5.60789,6.45369
7.85641,10.56531,6.80248,5.8821,4.8696,6.9703,5.6223,7.0601,8.58274,6.89628,6.72595,6.55375,7.21847,7.47533,7.47383,7.06229,6.82454,7.25067,7.81598,6.97977,8.14549,8.66933,6.12857,9.32758,7.40324,8.40188,8.58626,7.86623,8.22307,8.65736,6.20154,5.44153,6.37276,6.36971,5.4487,5.86445,4.8654,6.20582,6.70682,5.37293,6.72856,6.05937,5.08106,6.00922,6.00587,4.94187,5.6624,6.00154,7.38363,5.20895,4.82482,7.24207,6.3833,6.46695,6.2306,5.55141,6.18025,5.93299,5.5245,6.45469
7.76834,10.47793,6.63459,6.05166,4.8723,6.8866,5.7071,7.0591,8.58287,6.81206,6.72592,6.63895,7.21737,7.39077,7.55699,6.97791,6.74058,7.25036,7.90129,6.8956,8.14636,8.58405,6.12674,9.32837,7.5035,8.40194,8.67409,7.86621,8.22429,8.57332,6.28699,5.35809,6.45664,6.37022,5.36518,5.78067,4.69761,6.20593,6.7097,5.3731,6.64446,6.05985,5.16441,6.00914,5.92178,5.02563,5.66249,6.00025,7.38409,5.12492,4.74164,7.1589,6.21551,6.46476,6.23058,5.55117,6.01329,5.93321,5.69209,6.45474
7.85455,10.56145,6.71799,5.96937,4.9533,6.8881,5.7926,7.0587,8.6666,6.89704,6.64156,6.63934,7.29997,7.39076,7.55711,6.97839,6.82444,7.16649,7.90202,6.89621,8.14883,8.58293,6.12545,9.2449,7.60377,8.4034,8.6783,7.86657,8.22363,8.657,6.12122,5.44181,6.37281,6.45489,5.44872,5.78068,4.86537,6.20631,6.79664,5.28828,6.64446,6.05986,5.16443,6.00914,6.00501,4.94188,5.66242,5.9159,7.38564,5.12494,4.82481,7.32518,6.29891,6.46201,6.14631,5.46772,6.09683,5.84977,5.60845,6.45507
7.8589,10.56161,6.71663,5.97015,4.8725,6.8885,5.6257,7.0587,8.66711,6.89892,6.64152,6.63879,7.29903,7.3904,7.55782,7.06294,6.82412,7.25118,7.90127,6.89759,8.14995,8.58287,6.12541,9.32934,7.40339,8.40534,8.68387,7.86682,8.22278,8.5728,6.20587,5.44151,6.37279,6.37116,5.4486,5.78067,4.7815,6.20564,6.71532,5.36946,6.64448,5.89144,5.16477,6.09244,5.92162,5.02558,5.5777,6.00117,7.38621,5.12541,4.74124,7.24075,6.21421,6.46068,6.14628,5.55119,6.09679,5.84983,5.60823,6.53963
7.77428,10.56095,6.63353,6.05451,4.7854,6.8886,5.7098,7.0586,8.66725,6.81551,6.7256,6.63771,7.21502,7.39034,7.55699,6.97913,6.73984,7.16634,7.90296,6.89826,8.14805,8.58293,6.20997,9.24582,7.50361,8.30604,8.68924,7.86695,8.22323,8.65738,6.12226,5.5251,6.45665,6.37107,5.28147,5.69681,4.86543,6.20329,6.79894,5.36463,6.64449,6.05979,5.16495,6.00741,5.9226,4.94203,5.66265,5.91718,7.38632,5.21106,4.74106,7.15702,6.29835,6.46018,6.23047,5.55039,6.0966,5.84984,5.692,6.45589
7.85568,10.47533,6.72097,5.9705,4.7884,6.9727,5.7097,7.1426,8.66669,6.89876,6.64154,6.6375,7.29885,7.39012,7.55511,7.06337,6.82403,7.25049,7.83147,6.89836,8.06539,8.58293,6.20899,9.3302,7.6024,8.30612,8.77492,7.7833,8.22402,8.65731,6.20621,5.52558,6.45672,6.37094,5.36504,5.86517,4.78104,6.11827,6.713,5.36075,6.64409,6.05984,5.16437,6.08709,5.84283,4.94293,5.66313,6.00166,7.38628,5.21237,4.74094,7.24083,6.38262,6.29213,6.14625,5.46716,6.18047,5.93334,5.52512,6.53963
7.93846,10.55961,6.72324,6.05463,4.8693,6.8886,5.7936,7.0597,8.6669,6.81251,6.63985,6.55361,7.38349,7.47388,7.47327,6.97935,6.82379,7.33491,7.85231,6.89835,8.06633,8.58267,6.29327,9.16121,7.60024,8.4067,8.69133,7.86705,8.22409,8.65648,6.29011,5.52621,6.37257,6.3709,5.28077,5.69807,4.86435,6.20198,6.795,5.35858,6.72828,6.06129,5.08048,6.00072,5.84648,4.94351,5.7478,6.00161,7.38639,5.21227,4.73889,7.24191,6.21492,6.45976,6.14626,5.46808,6.09674,5.85041,5.69244,6.45657
7.93813,10.56051,6.63911,5.97053,4.8723,6.8873,5.7936,7.0595,8.66678,6.89396,6.63656,6.63761,7.21763,7.3904,7.55746,7.06348,6.8238,7.25033,7.86952,6.98216,8.06563,8.4123,6.12637,9.32732,7.70016,8.30897,8.77543,7.7003,8.30748,8.56955,6.20625,5.52668,6.45588,6.37162,5.28078,5.86469,4.86437,6.11791,6.79459,5.35723,6.6445,5.97797,5.16339,5.99986,5.84806,4.94362,5.66272,6.00167,7.38772,5.2114,4.73536,7.24219,6.29911,6.37665,6.14627,5.46859,6.17998,5.93502,5.60854,6.45933
7.93786,10.55924,6.72261,6.05464,4.7853,6.8771,5.7936,7.0577,8.66682,6.89141,6.63343,6.55395,7.30177,7.39039,7.55578,7.06297,6.8243,7.24895,7.87352,6.89633,8.14939,8.5801,6.12617,9.24222,7.70157,8.41093,8.77499,7.8676,8.22269,8.64979,6.29012,5.44366,6.45571,6.53921,5.44827,5.86444,4.86452,6.28423,6.79464,5.27305,6.64462,6.06238,5.07991,5.99992,5.93219,4.85981,5.74698,5.91674,7.38892,5.21097,4.65067,7.24213,6.21461,6.46016,6.14629,5.46884,6.17954,5.85183,5.60857,6.46149
7.93599,10.55842,6.72226,5.88645,4.8721,6.9651,5.7096,7.0557,8.66721,6.80521,6.54954,6.63881,7.302,7.30639,7.64009,7.06318,6.82386,7.24705,7.90094,6.97947,8.15172,8.58014,6.12602,9.32631,7.60185,8.41165,8.77417,7.783,8.30622,8.6497,6.20626,5.44459,6.37184,6.37105,5.28041,5.78067,4.78075,6.19845,6.87881,5.35649,6.64457,6.14686,5.07982,6.00011,5.84878,4.8598,5.747,5.9156,7.38747,5.21049,4.65001,7.32611,6.29858,6.29194,6.06121,5.5528,6.0953,5.93549,5.69201,6.46239
7.93291,10.55973,6.63829,5.96995,4.9518,7.0559,5.8776,7.1392,8.66691,6.88678,6.63466,6.72308,7.30267,7.3906,7.63972,7.06468,6.82393,7.24686,7.93681,6.89531,8.23529,8.49709,6.21112,9.32655,7.70174,8.41183,8.69005,7.86376,8.22249,8.56619,6.29013,5.52933,6.4558,6.45481,5.28028,5.86448,4.86468,6.11344,6.79453,5.35602,6.56044,5.97862,5.07969,6.08356,5.93238,4.85979,5.66247,5.99952,7.30392,5.20949,4.73339,7.32948,6.29884,6.37578,6.14289,5.46711,6.17879,5.85186,5.60765,6.46281
8.1004,10.64487,6.80601,6.05295,4.8675,6.8816,5.8776,7.0561,8.66687,6.8855,6.55069,6.55493,7.30299,7.39045,7.64095,7.0654,6.82337,7.24779,7.96467,6.8954,8.23557,8.58631,6.21171,9.32677,7.7016,8.41194,8.7732,7.77828,8.22428,8.73415,6.20626,5.53024,6.45616,6.37105,5.36409,5.69691,4.78083,6.19707,6.79371,5.35626,6.64453,5.97823,5.07908,6.00028,5.93401,4.85978,5.7473,5.91513,7.39109,5.12485,4.65077,7.16385,6.214,6.29189,6.05729,5.46523,6.09551,5.85184,5.69147,6.46315
8.01605,10.55839,6.63542,5.88437,4.9564,6.9688,5.8776,6.9725,8.66729,6.88554,6.63454,6.72356,7.2174,7.3911,7.55829,6.98113,6.74153,7.3322,7.97781,6.89547,8.15227,8.59044,6.21096,9.24281,7.70153,8.31185,8.77148,7.86209,8.31039,8.65007,6.20626,5.36382,6.37211,6.37117,5.36408,5.78076,4.78083,6.11363,6.87794,5.357,6.56042,6.06221,5.07929,6.08364,5.85331,4.85978,5.74763,5.99964,7.3098,5.12488,4.56792,7.24718,6.29779,6.37598,6.14138,5.54852,6.17892,5.93542,5.69187,6.46293
8.01536,10.56192,6.71611,5.96844,4.8652,6.8882,5.8775,6.9724,8.75115,6.88558,6.63369,6.55837,7.21503,7.30812,7.55729,6.98086,6.829,7.16337,7.89541,6.89551,8.15073,8.5057,6.29474,9.32701,7.80151,8.41166,8.7711,7.77923,8.22706,8.65001,6.20626,5.53268,6.45582,6.37122,5.28017,5.78181,4.86462,6.11352,6.79417,5.35686,6.56042,6.06249,5.16337,6.08365,5.93872,4.94357,5.66295,5.99959,7.311,5.12505,4.5681,7.16323,6.21411,6.37687,6.22572,5.46418,6.17926,5.85183,5.61059,6.37875
8.09992,10.64979,6.71441,5.96854,4.7867,6.8853,5.9614,6.9724,8.6668,6.88444,6.63389,6.55863,7.21408,7.47636,7.55591,6.98068,6.91386,7.24764,7.97872,6.89553,8.23629,8.58858,6.21197,9.24432,7.80155,8.31001,8.76999,7.77921,8.31074,8.6487,6.20626,5.44949,6.45616,6.37073,5.44781,5.78274,4.86468,6.19671,6.87795,5.44093,6.56038,6.06238,5.07938,6.16699,5.85548,4.94357,5.74748,5.99966,7.31122,5.20917,4.56866,7.24582,6.38235,6.46117,6.14175,5.54824,6.17993,5.93542,5.61449,6.46299
8.18561,10.56695,6.71484,5.96857,4.8692,6.8866,5.96,7.0563,8.66715,6.88332,6.54987,6.64225,7.21407,7.3916,7.72561,6.98054,6.74521,7.24774,7.9785,6.89553,8.32399,8.4202,6.2959,9.33302,7.80161,8.40908,8.85268,7.77905,8.31095,8.73106,6.29011,5.53331,6.37219,6.45453,5.28022,5.7829,4.86538,6.11257,6.79419,5.27423,6.56017,6.14676,5.07891,6.08366,5.8556,4.85977,5.66302,5.99962,7.30947,5.1252,4.56893,7.24573,6.2149,6.2933,6.14184,5.54734,6.1803,5.85183,5.7006,6.46331
8.01687,10.48318,6.7995,5.96861,4.7874,6.971,5.9581,7.0563,8.75147,6.88325,6.55008,6.55817,7.38176,7.30686,7.72858,6.89624,6.82959,7.33246,7.97834,6.89554,8.24472,8.50445,6.2946,9.42216,7.90053,8.40898,8.8525,7.61165,8.31142,8.73067,6.29043,5.36556,6.45586,6.37105,5.44812,5.69909,4.86561,6.11201,6.96234,5.3582,6.5615,5.97879,5.07917,6.167,5.85754,4.94354,5.7473,6.08412,7.30651,5.20931,4.56798,7.24583,6.21525,6.37608,6.14189,5.54661,6.26387,5.93542,5.53388,6.46358
